0,1
3.9885e+06,2
1.1812e+07,3
3.9578e+06,4
1.4423e+07,5
1.6384e+07,6
15386,7
4.9306e+06,8
9.8458e+06,9
1.6399e+07,10
1.6449e+06,11
1.316e+06,12
6.5589e+06,13
3.9477e+06,14
9.2315e+06,15
1.1822e+07,16
9.1803e+06,17
6.5794e+05,18
9.2111e+06,19
1.1812e+07,20
3.9885e+06,21
9.1802e+06,22
9.2213e+06,23
1.3364e+06,24
1.3263e+06,25
1.4433e+07,26
3.9579e+06,27
1.4464e+07,28
9.2211e+06,29
1.1832e+07,30
9.1802e+06,31
6.569e+06,32
1.3671e+06,33
1.4433e+07,34
1.4434e+07,35
3.9885e+06,36
1.3466e+06,37
6.6101e+06,38
3.9477e+06,39
1.4423e+07,40
3.9373e+06,41
6.569e+06,42
1.6448e+06,43
3.9374e+06,44
1.357e+06,45
1.1843e+07,46
6.607e+05,47
6.5589e+06,48
9.1906e+06,49
1.4423e+07,50
1.4474e+07,51
1.3158e+07,52
1.3158e+07,53
1.3673e+06,54
6.5589e+06,55
6.61e+06,56
1.3262e+06,57
1.4423e+07,58
1.4433e+07,59
9.1802e+06,60
1.1802e+07,61
1.3468e+06,62
1.4444e+07,63
1.3365e+06,64
1.3621e+06,65
1.3159e+06,66
1.1822e+07,67
1.3672e+06,68
1.3143e+07,69
1.5734e+07,70
1.3112e+07,71
3.9373e+06,72
3.9476e+06,73
1.1843e+07,74
3.9887e+06,75
3.9477e+06,76
0,77
3.9885e+06,78
1.1812e+07,79
3.9578e+06,80
1.4423e+07,81
1.6384e+07,82
15386,83
4.9306e+06,84
9.8458e+06,85
1.6399e+07,86
1.6449e+06,87
1.316e+06,88
6.5589e+06,89
3.9477e+06,90
9.2315e+06,91
1.1822e+07,92
9.1803e+06,93
6.5794e+05,94
9.2111e+06,95
1.1812e+07,96
3.9885e+06,97
9.1802e+06,98
9.2213e+06,99
1.3364e+06,100
1.3263e+06,101
1.4433e+07,102
3.9579e+06,103
1.4464e+07,104
9.2211e+06,105
1.1832e+07,106
9.1802e+06,107
6.569e+06,108
1.3671e+06,109
1.4433e+07,110
1.4434e+07,111
3.9885e+06,112
1.3466e+06,113
6.6101e+06,114
3.9477e+06,115
1.4423e+07,116
3.9373e+06,117
6.569e+06,118
1.6448e+06,119
3.9374e+06,120
1.357e+06,121
1.1843e+07,122
6.607e+05,123
6.5589e+06,124
9.1906e+06,125
1.4423e+07,126
1.4474e+07,127
1.3158e+07,128
1.3158e+07,129
1.3673e+06,130
6.5589e+06,131
6.61e+06,132
1.3262e+06,133
1.4423e+07,134
1.4433e+07,135
9.1802e+06,136
1.1802e+07,137
1.3468e+06,138
1.4444e+07,139
1.3365e+06,140
1.3621e+06,141
1.3159e+06,142
1.1822e+07,143
1.3672e+06,144
1.3143e+07,145
1.5734e+07,146
1.3112e+07,147
3.9373e+06,148
3.9476e+06,149
1.1843e+07,150
3.9887e+06,151
3.9477e+06,152
